Vg_x_V,Vg_y_V,charge_total,occ_dot1,occ_dot2,sensor
0.004897959183673469,0.003673469387755102,0,3.3781885540825467e-68,2.277859455470168e-74,3.378190831942002e-68
0.006122448979591836,0.003673469387755102,0,8.591564207872906e-61,3.906234548644833e-73,8.591564207876812e-61
0.007346938775510204,0.003673469387755102,0,2.1850460492739333e-53,6.698687362990912e-72,2.1850460492739333e-53
0.00857142857142857,0.003673469387755102,0,5.557109417947931e-46,1.1487383009978286e-70,5.557109417947931e-46
0.009795918367346938,0.003673469387755102,0,1.4133095773111474e-38,1.9699377096921073e-69,1.4133095773111474e-38
0.011020408163265306,0.003673469387755102,0,3.5943937955732233e-31,3.3781885540825467e-68,3.5943937955732233e-31
0.012244897959183673,0.003673469387755102,0,9.141427303022222e-24,5.793156733223647e-67,9.141427303022222e-24
0.01346938775510204,0.003673469387755102,0,2.3248897558013195e-16,9.9345150214118e-66,2.3248897558013195e-16
0.014693877551020407,0.003673469387755102,0,5.9127663170105355e-09,1.7036409106815618e-64,5.9127663170105355e-09
0.015918367346938776,0.003673469387755102,0,0.13071914187107256,2.539624872726608e-63,0.13071914187107256
0.01714285714285714,0.003673469387755102,1,0.9999997385236219,1.3100060713915686e-68,0.9999997385236219
0.01836734693877551,0.003673469387755102,1,0.9999999999999898,8.833167388138838e-75,0.9999999999999898
0.019591836734693877,0.003673469387755102,1,1.0,5.956065961003757e-81,1.0
0.020816326530612245,0.003673469387755102,1,1.0,4.0160816809118643e-87,1.0
0.022040816326530613,0.003673469387755102,1,1.0,2.7081889955767893e-93,1.0
0.023265306122448978,0.003673469387755102,1,1.0,3.5726818643754823e-96,1.0
0.024489795918367346,0.003673469387755102,1,1.0,6.123556355568798e-95,1.0
0.025714285714285714,0.003673469387755102,1,1.0,1.0501107668768909e-93,1.0
0.02693877551020408,0.003673469387755102,1,1.0,1.8008042364632492e-92,1.0
0.028163265306122447,0.003673469387755102,1,1.0,3.0881465083045594e-91,1.0
0.029387755102040815,0.003673469387755102,1,1.0,5.295772113177466e-90,1.0
0.030612244897959183,0.003673469387755102,1,1.0,9.081564685901567e-89,1.0
0.03183673469387755,0.003673469387755102,1,1.0,1.5573709627532886e-87,1.0
0.03306122448979592,0.003673469387755102,1,1.0,2.6706899080866168e-86,1.0
0.03428571428571428,0.003673469387755102,1,1.0,4.579888000829895e-85,1.0
0.03551020408163265,0.003673469387755102,1,1.0,7.853915962551787e-84,1.0
0.03673469387755102,0.003673469387755102,1,1.0,1.346845074282348e-82,1.0
0.037959183673469385,0.003673469387755102,1,1.0,2.309665220213398e-81,1.0
0.03918367346938775,0.003673469387755102,1,1.0,3.960777324226745e-80,1.0
0.04040816326530612,0.003673469387755102,1,1.0,6.792221173360735e-79,1.0
0.04163265306122449,0.003673469387755102,1,1.0,1.1647781405347393e-77,1.0
0.04285714285714286,0.003673469387755102,1,1.0,1.9974439613193003e-76,1.0
0.044081632653061226,0.003673469387755102,1,1.0,3.4253582203901235e-75,1.0
0.04530612244897959,0.003673469387755102,1,1.0,5.874046614175964e-74,1.0
0.046530612244897955,0.003673469387755102,1,1.0,1.0073230712079906e-72,1.0
0.04775510204081632,0.003673469387755102,1,1.0000000001337055,1.727428868547821e-71,1.0000000001337055
0.04897959183673469,0.003673469387755102,1,1.0033889325183785,2.952278143412685e-70,1.0033889325183785
0.05020408163265306,0.003673469387755102,2,1.999988437029732,5.873978692749613e-74,1.999988437029732
0.05142857142857143,0.003673469387755102,2,1.9999999999995453,3.9607773242252805e-80,1.9999999999995453
0.052653061224489796,0.003673469387755102,2,2.0,2.6706899080866168e-86,2.0
0.05387755102040816,0.003673469387755102,2,2.0,1.8008042364637305e-92,2.0
0.055102040816326525,0.003673469387755102,2,2.0,1.2142561092708869e-98,2.0
0.05632653061224489,0.003673469387755102,2,2.0,3.702591036226654e-103,2.0
0.05755102040816326,0.003673469387755102,2,2.0,6.209059613753264e-102,2.0
0.05877551020408163,0.003673469387755102,2,2.0,1.0647734695846811e-100,2.0
0.06,0.003673469387755102,2,2.0,1.8259488764259556e-99,2.0
